ID	Category	Pattern	Type	Theme	Content	Color					
250	Anticipation Builder	Slowly...	Dynamic	Freedom	You are letting go, **slowly...** feeling how every limitation melts... disappears... and the freedom grows	#FFE082					
251	Anticipation Builder	Slowly...	Dynamic	Mischief	The tickle begins, **slowly...** a small and amusing sensation... and then it spreads... grows... more arousing	#FFE082					
252	Anticipation Builder	Slowly...	Dynamic	Mischief	The mischievous feeling grows, **slowly...** starting with a small smile... and then it widens... and the fun rises	#FFE082					
253	Anticipation Builder	Slowly...	Dynamic	Sexy	Your skin awakens, **slowly...** starting with a slight sensitivity... and then it grows... all the skin is aroused	#FFE082					
254	Anticipation Builder	Slowly...	Dynamic	Sexy	The sensuality rises in you, **slowly...** sensation after sensation... each one deeper... more sensual	#FFE082					
255	Anticipation Builder	Slowly...	Dynamic	Wildness	Your wild side awakens, **slowly...** beginning to heat up... to pulse... preparing to break out	#FFE082					
256	Anticipation Builder	Slowly...	Dynamic	Wildness	Control slips away from you, **slowly...** feel it? a little here... a little there... and the urge grows	#FFE082					
257	Anticipation Builder	Slowly...	Dynamic	Joy	The joy rises in you, **slowly...** starting as a small warmth in the heart... and then it spreads... filling you	#FFE082					
258	Anticipation Builder	Slowly...	Dynamic	Joy	The smile widens, **slowly...** starting small... and then growing... and the happiness flows through you	#FFE082					
259	Anticipation Builder	Slowly...	Dynamic	Safety & Trust	The feeling of safety sinks into you, **slowly...** deeper and deeper... calming... liberating	#FFE082					
260	Anticipation Builder	Slowly...	Dynamic	Safety & Trust	You feel more and more safe, **slowly...** relaxing into it... knowing you are protected	#FFE082					
261	Anticipation Builder	Beginning to... / Starts...	Dynamic	Relaxation	Feel how it's **beginning to**... the calmness is **starting to** develop... slowly... do you feel it?	#FFE082					
262	Anticipation Builder	Beginning to... / Starts...	Dynamic	Relaxation	It's **beginning** now... the quiet is **starting to** flow through you... small at first... and then growing... more and more	#FFE082					
263	Anticipation Builder	Beginning to... / Starts...	Dynamic	Pleasure	**Starting to** feel it? the pleasant sensation **begins**... small... and then grows... more and more	#FFE082					
264	Anticipation Builder	Beginning to... / Starts...	Dynamic	Pleasure	The pleasure **begins** now... feel it? a small wave... and then another... and they grow	#FFE082					
265	Anticipation Builder	Beginning to... / Starts...	Dynamic	Playfulness	Something is **starting to** happen here... interesting... feel it? it's **beginning to** develop... to take shape	#FFE082					
266	Anticipation Builder	Beginning to... / Starts...	Dynamic	Playfulness	The image is **starting to** take shape... still blurry... but it **begins**... and it will be fascinating	#FFE082					
267	Anticipation Builder	Beginning to... / Starts...	Dynamic	Desire	And the moment you feel it **starting**, you can take a breath and feel it continuing and spreading within you	#FFE082					
268	Anticipation Builder	Beginning to... / Starts...	Dynamic	Desire	The craving **begins**... feel it? a small feeling of desire... and it is **starting to** grow... to spread	#FFE082					
269	Anticipation Builder	Beginning to... / Starts...	Dynamic	Freedom	The release **begins**... feel how something is loosening? it **starts**... and it will grow	#FFE082					
270	Anticipation Builder	Beginning to... / Starts...	Dynamic	Freedom	The freedom is **starting to** flow... small at first... but it **begins**... and it will expand	#FFE082					
271	Anticipation Builder	Beginning to... / Starts...	Dynamic	Mischief	The tickle **begins**... right here... feel it? small... but it **starts**... and it will grow	#FFE082					
272	Anticipation Builder	Beginning to... / Starts...	Dynamic	Mischief	Something mischievous is **starting to** happen... feel it? a small smile... it **begins**	#FFE082					
273	Anticipation Builder	Beginning to... / Starts...	Dynamic	Sexy	Your skin is **starting to** awaken... feel it? the sensitivity **begins**... and it will grow	#FFE082					
274	Anticipation Builder	Beginning to... / Starts...	Dynamic	Sexy	The sensuality is **starting to** flow... feel it? it **begins**... small... but there	#FFE082					
275	Anticipation Builder	Beginning to... / Starts...	Dynamic	Wildness	The wild side is **starting to** awaken... feel it? it is **beginning to** pulse... to prepare	#FFE082					
276	Anticipation Builder	Beginning to... / Starts...	Dynamic	Wildness	The urge **begins**... it is **starting to** burn in you... small... but it **starts**	#FFE082					
277	Anticipation Builder	Beginning to... / Starts...	Dynamic	Joy	The joy **begins**... feel it? a small warmth in the heart... it **starts**... and will spread	#FFE082					
278	Anticipation Builder	Beginning to... / Starts...	Dynamic	Joy	The smile is **starting to** rise... feel it? it **begins**... and will grow	#FFE082					
279	Anticipation Builder	Beginning to... / Starts...	Dynamic	Safety & Trust	The feeling of safety **begins**... feel it? it is **starting to** sink into you... and it will grow	#FFE082					
280	Anticipation Builder	Beginning to... / Starts...	Dynamic	Safety & Trust	The protected feeling **begins**... it **starts**... and it will intensify	#FFE082					
281	Anticipation Builder	Growing and growing... building up...	Dynamic	Relaxation	And this calmness is **growing and growing**... more and more... feeling it **building up** inside you... more and more... and it's already very deep	#FFE082					
282	Anticipation Builder	Growing and growing... building up...	Dynamic	Relaxation	The quiet is **growing and growing**... **building up**... more and more... filling you more and more... and everything disappears	#FFE082					
283	Anticipation Builder	Growing and growing... building up...	Dynamic	Pleasure	And it's only **growing and growing**... more and more... feeling it **building up** inside you? the pleasure grows... intensifies... and it's already incomprehensible	#FFE082					
284	Anticipation Builder	Growing and growing... building up...	Dynamic	Pleasure	The pleasant sensation is **growing and growing**... **building up**... wave after wave... each one larger... and it's so good	#FFE082					
285	Anticipation Builder	Growing and growing... building up...	Dynamic	Playfulness	And the image is **building up**... **growing and growing**... strengthening... becoming brighter... more interesting... magical	#FFE082					
286	Anticipation Builder	Growing and growing... building up...	Dynamic	Playfulness	The excitement is **growing and growing**... **building up**... more and more intriguing... more amusing	#FFE082					
287	Anticipation Builder	Growing and growing... building up...	Dynamic	Desire	And your craving is only **growing and growing**... more and more... feel it? it's **building up** inside you... intensifying... and it's already so strong	#FFE082					
288	Anticipation Builder	Growing and growing... building up...	Dynamic	Desire	The desire is **growing and growing**... **building up**... more and more... filling every thought... and it's almost unbearable	#FFE082					
289	Anticipation Builder	Growing and growing... building up...	Dynamic	Freedom	And this freedom is **growing and growing**... expanding... more and more... feel it? all limitations disappear	#FFE082					
290	Anticipation Builder	Growing and growing... building up...	Dynamic	Freedom	The release is **growing and growing**... **building up**... more and more... and you are more and more free	#FFE082					
291	Anticipation Builder	Growing and growing... building up...	Dynamic	Mischief	And this tickle is only **growing and growing**... more and more... feel it? it's **building up**... spreading... and it's already unbearable	#FFE082					
292	Anticipation Builder	Growing and growing... building up...	Dynamic	Mischief	The fun is **growing and growing**... **building up**... more and more amusing... more teasing... and the smile widens	#FFE082					
293	Anticipation Builder	Growing and growing... building up...	Dynamic	Sexy	And the arousal is **growing and growing**... **building up**... all the skin awakens more... more sensitive... and the body demands	#FFE082					
294	Anticipation Builder	Growing and growing... building up...	Dynamic	Sexy	The sensuality is **growing and growing**... more and more... feel it? it's **building up** in you... intensifying... and it's already intense	#FFE082					
295	Anticipation Builder	Growing and growing... building up...	Dynamic	Wildness	And this urge is **growing and growing**... **building up**... stronger and stronger... pushing more... and it's no longer controlled	#FFE082					
296	Anticipation Builder	Growing and growing... building up...	Dynamic	Wildness	The wildness is **growing and growing**... **building up**... more and more... and control slips... slips away	#FFE082					
297	Anticipation Builder	Growing and growing... building up...	Dynamic	Joy	And the joy is only **growing and growing**... more and more... feel it? it's **building up** in you... spreading... filling you	#FFE082					
298	Anticipation Builder	Growing and growing... building up...	Dynamic	Joy	The happiness is **growing and growing**... **building up**... more and more... and everything looks beautiful	#FFE082					
299	Anticipation Builder	Growing and growing... building up...	Dynamic	Safety & Trust	And the feeling of safety is **growing and growing**... **building up**... deeper and deeper... more solid... and you are so safe	#FFE082					
300	Anticipation Builder	Growing and growing... building up...	Dynamic	Safety & Trust	The protected feeling is **growing and growing**... **building up**... and you sink into it more and more	#FFE082					
301	Anticipation Builder	And it only gets better...	Dynamic	Relaxation	And the more you observe this feeling, **it only gets better**... more peaceful... deeper... more perfect	#FFE082					
302	Anticipation Builder	And it only gets better...	Dynamic	Relaxation	And as you let go of thoughts, let go of effort, you dive deeper... **and it only gets better** from moment to moment	#FFE082					
303	Anticipation Builder	And it only gets better...	Dynamic	Pleasure	And this pleasure **only gets better**... more pleasant... more delightful... more powerful... and everything feels better	#FFE082					
304	Anticipation Builder	And it only gets better...	Dynamic	Pleasure	And every time you breathe it feels better... **and it only gets better**... more and more	#FFE082					
305	Anticipation Builder	And it only gets better...	Dynamic	Playfulness	And the image **only gets better**... clearer... more interesting... more magical... and it fascinates you more and more	#FFE082					
306	Anticipation Builder	And it only gets better...	Dynamic	Playfulness	And with every passing moment it becomes more interesting... **and it only gets better**... more amusing	#FFE082					
307	Anticipation Builder	And it only gets better...	Dynamic	Desire	And your craving **only gets better**... stronger... deeper... more demanding... and everything heats up	#FFE082					
308	Anticipation Builder	And it only gets better...	Dynamic	Desire	And every word I say amplifies the desire... **and it only gets better**... growing	#FFE082					
309	Anticipation Builder	And it only gets better...	Dynamic	Freedom	And this feeling of freedom **only gets better**... more liberating... more expansive... more real	#FFE082					
310	Anticipation Builder	And it only gets better...	Dynamic	Freedom	And with every passing moment you are more free... **and it only gets better**... expanding	#FFE082					
311	Anticipation Builder	And it only gets better...	Dynamic	Mischief	And this tickle **only gets better**... more arousing... more amusing... more addictive	#FFE082					
312	Anticipation Builder	And it only gets better...	Dynamic	Mischief	And with every passing moment it becomes more fun... **and it only gets better**... and the smile grows	#FFE082					
313	Anticipation Builder	And it only gets better...	Dynamic	Sexy	And the sensuality **only gets better**... more sensitive... more arousing... more intense	#FFE082					
314	Anticipation Builder	And it only gets better...	Dynamic	Sexy	And every touch, every word, every breath amplifies it... **and it only gets better**	#FFE082					
315	Anticipation Builder	And it only gets better...	Dynamic	Wildness	And this wild sensation **only gets better**... stronger... more uncontrollable... more real	#FFE082					
316	Anticipation Builder	And it only gets better...	Dynamic	Wildness	And with every passing moment the urge grows... **and it only gets better**... intensifying	#FFE082					
317	Anticipation Builder	And it only gets better...	Dynamic	Joy	And this joy **only gets better**... deeper... purer... more radiant	#FFE082					
318	Anticipation Builder	And it only gets better...	Dynamic	Joy	And every breath brings more happiness... **and it only gets better**... and everything lights up	#FFE082					
319	Anticipation Builder	And it only gets better...	Dynamic	Safety & Trust	And the feeling of safety **only gets better**... deeper... more solid... more comforting	#FFE082					
320	Anticipation Builder	And it only gets better...	Dynamic	Safety & Trust	And with every passing moment you are safer... **and it only gets better**... and the calmness grows	#FFE082					
321	Anticipation Builder	Waiting for it... anticipating it...	Dynamic	Relaxation	And your desire to feel the perfect quiet is only getting stronger... **waiting for it**... **anticipating it**... and the anticipation is calming	#FFE082					
322	Anticipation Builder	Waiting for it... anticipating it...	Dynamic	Relaxation	I am going to count from 5 down to 1 and with every number you will feel how you are **waiting for it** more... **anticipating it** more with every number	#FFE082					
323	Anticipation Builder	Waiting for it... anticipating it...	Dynamic	Pleasure	And your desire to feel this sensation again is only getting stronger... **waiting to** hear your word... **anticipating** the wave that will wash over the body	#FFE082					
324	Anticipation Builder	Waiting for it... anticipating it...	Dynamic	Pleasure	You are so **waiting for it**... so **anticipating it**... and the anticipation itself is already pleasant... already a taste of what is coming	#FFE082					
325	Anticipation Builder	Waiting for it... anticipating it...	Dynamic	Playfulness	And you are so curious to know what will happen next... **waiting to** find out... **anticipating** a surprise... and the anticipation is amusing	#FFE082					
326	Anticipation Builder	Waiting for it... anticipating it...	Dynamic	Playfulness	You are **waiting for** this interesting moment... **anticipating it**... and the anticipation itself is exciting, intriguing	#FFE082					
327	Anticipation Builder	Waiting for it... anticipating it...	Dynamic	Desire	And your desire only grows... **waiting for it**... **anticipating it**... can't wait... and the anticipation is maddening	#FFE082					
328	Anticipation Builder	Waiting for it... anticipating it...	Dynamic	Desire	You are so **waiting to** hear what I will say... so **anticipating it**... and the anticipation itself is arousing	#FFE082					
329	Anticipation Builder	Waiting for it... anticipating it...	Dynamic	Freedom	And you are **waiting for** the moment I release you... **anticipating it**... and the anticipation of this freedom already liberates you a little	#FFE082					
330	Anticipation Builder	Waiting for it... anticipating it...	Dynamic	Freedom	You are **waiting to** feel completely free... **anticipating it**... and the anticipation feels good	#FFE082					
331	Anticipation Builder	Waiting for it... anticipating it...	Dynamic	Mischief	And you are **waiting to** see what will happen... **anticipating it**... and the anticipation tickles, amuses	#FFE082					
332	Anticipation Builder	Waiting for it... anticipating it...	Dynamic	Mischief	You are **waiting for** the fun... **anticipating it**... and the anticipation itself is fun	#FFE082					
333	Anticipation Builder	Waiting for it... anticipating it...	Dynamic	Sexy	And you are **waiting for** the moment I touch you... **anticipating it**... and the anticipation itself is tantalizing, arousing	#FFE082					
334	Anticipation Builder	Waiting for it... anticipating it...	Dynamic	Sexy	You are **waiting for** this sensation... **anticipating it**... and the anticipation is sensual	#FFE082					
335	Anticipation Builder	Waiting for it... anticipating it...	Dynamic	Wildness	And you are **waiting for** the moment I let you let go... **anticipating it**... and the anticipation is driving you crazy	#FFE082					
336	Anticipation Builder	Waiting for it... anticipating it...	Dynamic	Wildness	You are **waiting to** explode... **anticipating it**... and the anticipation burns in you	#FFE082					
337	Anticipation Builder	Waiting for it... anticipating it...	Dynamic	Joy	And you are **waiting for** something wonderful... **anticipating it**... and the anticipation lifts your heart	#FFE082					
338	Anticipation Builder	Waiting for it... anticipating it...	Dynamic	Joy	You are **waiting for** the joy... **anticipating it**... and the anticipation is already smiling	#FFE082					
339	Anticipation Builder	Waiting for it... anticipating it...	Dynamic	Safety & Trust	And you are **waiting to** feel completely safe... **anticipating it**... and the anticipation is calming	#FFE082					
340	Anticipation Builder	Waiting for it... anticipating it...	Dynamic	Safety & Trust	You are **waiting for** the safety... **anticipating it**... and the anticipation is pleasant	#FFE082					
341	Anticipation Builder	Just think how it will feel when...	Dynamic	Relaxation	**Just think how good it will feel when** you hear me say "quiet" and you dive a hundred times deeper... just imagining it is already calming	#FFE082					
342	Anticipation Builder	Just think how it will feel when...	Dynamic	Relaxation	**Just think how it will be when** your entire body is completely relaxed... and this thought is already peaceful	#FFE082					
343	Anticipation Builder	Just think how it will feel when...	Dynamic	Pleasure	Remember the time this sensation was the strongest and most amazing... and **just think how it will be when** you feel it even stronger	#FFE082					
344	Anticipation Builder	Just think how it will feel when...	Dynamic	Pleasure	**Just think how it will feel when** I say your word... just imagining it is already pleasant	#FFE082					
345	Anticipation Builder	Just think how it will feel when...	Dynamic	Playfulness	**Just think what will happen when** the image is the brightest... when it is so real... exciting just to think about it	#FFE082					
346	Anticipation Builder	Just think how it will feel when...	Dynamic	Playfulness	**Just think how it will be when** you discover the surprise... curious? the anticipation is amusing	#FFE082					
347	Anticipation Builder	Just think how it will feel when...	Dynamic	Desire	**Just think how it will feel when** the craving is at its maximum... when all of you wants it... just imagining it is already arousing	#FFE082					
348	Anticipation Builder	Just think how it will feel when...	Dynamic	Desire	**Just think what will happen when** I give you what you want... the anticipation of it is maddening, isn't it?	#FFE082					
349	Anticipation Builder	Just think how it will feel when...	Dynamic	Freedom	**Just think how it will be when** all limitations disappear... when you are completely free... just imagining it is liberating	#FFE082					
350	Anticipation Builder	Just think how it will feel when...	Dynamic	Freedom	**Just think how it will feel to** be you without any walls... and the thought is already liberating	#FFE082					
351	Anticipation Builder	Just think how it will feel when...	Dynamic	Mischief	**Just think how it will be when** the tickle is at its maximum... just imagining it already tickles a little	#FFE082					
352	Anticipation Builder	Just think how it will feel when...	Dynamic	Mischief	**Just think what will happen** next... something mischievous... and the anticipation is amusing	#FFE082					
353	Anticipation Builder	Just think how it will feel when...	Dynamic	Sexy	**Just think how it will be when** all your skin is sensitive to the maximum... just imagining it is already tantalizing	#FFE082					
354	Anticipation Builder	Just think how it will feel when...	Dynamic	Sexy	**Just think how it will feel when** I whisper to you... and the anticipation is sensual	#FFE082					
355	Anticipation Builder	Just think how it will feel when...	Dynamic	Wildness	**Just think how it will be when** you lose control completely... when you are completely wild... just imagining it is maddening	#FFE082					
356	Anticipation Builder	Just think how it will feel when...	Dynamic	Wildness	**Just think what will happen when** the urge takes over... and the anticipation is burning	#FFE082					
357	Anticipation Builder	Just think how it will feel when...	Dynamic	Joy	**Just think how it will be when** you are completely happy... just imagining it already lifts your heart	#FFE082					
358	Anticipation Builder	Just think how it will feel when...	Dynamic	Joy	**Just think how it will feel when** the joy floods you... and the thought makes you smile	#FFE082					
359	Anticipation Builder	Just think how it will feel when...	Dynamic	Safety & Trust	**Just think how it will be when** you feel completely safe... just imagining it is already calming	#FFE082					
360	Anticipation Builder	Just think how it will feel when...	Dynamic	Safety & Trust	**Just think how it will feel to** be completely protected... and the thought is pleasant	#FFE082					
361	Anticipation Builder	Want it, expect it, allow it	Dynamic	Relaxation	In just a moment I will touch your forehead and you will dive ten times deeper. **Want it to happen. Expect it to happen. And allow it** to happen now	#FFE082					
362	Anticipation Builder	Want it, expect it, allow it	Dynamic	Relaxation	The quiet is coming. **Want it. Expect it. Allow it** to fill you completely	#FFE082					
363	Anticipation Builder	Want it, expect it, allow it	Dynamic	Pleasure	A wave of pleasure is about to wash over you. **Want it. Expect it. Allow it** to flood you	#FFE082					
364	Anticipation Builder	Want it, expect it, allow it	Dynamic	Pleasure	The pleasant sensation is close. **Want it. Expect it. Allow it** to take you	#FFE082					
365	Anticipation Builder	Want it, expect it, allow it	Dynamic	Playfulness	Something special is going to happen. **Want it. Expect it. Allow it** to surprise you	#FFE082					
366	Anticipation Builder	Want it, expect it, allow it	Dynamic	Playfulness	The image is coming. **Want it. Expect it. Allow it** to reveal itself	#FFE082					
367	Anticipation Builder	Want it, expect it, allow it	Dynamic	Desire	The craving is about to break out. **Want it. Expect it. Allow it** to take you	#FFE082					
368	Anticipation Builder	Want it, expect it, allow it	Dynamic	Desire	The passion is coming. **Want it. Expect it. Allow it** to burn you	#FFE082					
369	Anticipation Builder	Want it, expect it, allow it	Dynamic	Freedom	The freedom is here. **Want it. Expect it. Allow it** to release you	#FFE082					
370	Anticipation Builder	Want it, expect it, allow it	Dynamic	Freedom	The release is coming. **Want it. Expect it. Allow it** to happen	#FFE082					
371	Anticipation Builder	Want it, expect it, allow it	Dynamic	Mischief	The fun begins. **Want it. Expect it. Allow it** to take over	#FFE082					
372	Anticipation Builder	Want it, expect it, allow it	Dynamic	Mischief	The tickle is coming. **Want it. Expect it. Allow it** to take you	#FFE082					
373	Anticipation Builder	Want it, expect it, allow it	Dynamic	Sexy	Your body is about to awaken. **Want it. Expect it. Allow it** to happen	#FFE082					
374	Anticipation Builder	Want it, expect it, allow it	Dynamic	Sexy	The sensuality is coming. **Want it. Expect it. Allow it** to flow	#FFE082					
375	Anticipation Builder	Want it, expect it, allow it	Dynamic	Wildness	The wild side is about to break out. **Want it. Expect it. Allow it** to happen	#FFE082					
376	Anticipation Builder	Want it, expect it, allow it	Dynamic	Wildness	The urge is coming. **Want it. Expect it. Allow it** to control	#FFE082					
377	Anticipation Builder	Want it, expect it, allow it	Dynamic	Joy	The joy is here. **Want it. Expect it. Allow it** to fill you	#FFE082					
378	Anticipation Builder	Want it, expect it, allow it	Dynamic	Joy	The happiness is coming. **Want it. Expect it. Allow it** to flow	#FFE082					
379	Anticipation Builder	Want it, expect it, allow it	Dynamic	Safety & Trust	The safety is here. **Want it. Expect it. Allow it** to hold you	#FFE082					
380	Anticipation Builder	Want it, expect it, allow it	Dynamic	Safety & Trust	The protection is coming. **Want it. Expect it. Allow it** to embrace you	#FFE082					
381	Presuppositions	You can begin to...	Dynamic	Relaxation	And **you can begin to** feel the tranquility spreading in your body... right now... just letting it flow	#C5E1A5					
382	Presuppositions	You can begin to...	Dynamic	Relaxation	**You can begin to** sink deeper with every breath... simply letting go... and diving down	#C5E1A5					
383	Presuppositions	You can begin to...	Dynamic	Pleasure	**You can begin to** feel the waves of pleasure flowing in you... in every single cell... just letting them	#C5E1A5					
384	Presuppositions	You can begin to...	Dynamic	Pleasure	**You can begin to** notice all these pleasant sensations... how they grow... intensify	#C5E1A5					
385	Presuppositions	You can begin to...	Dynamic	Playfulness	**You can begin to** see the image taking shape... slowly slowly... becoming clearer... interesting	#C5E1A5					
386	Presuppositions	You can begin to...	Dynamic	Playfulness	**You can begin to** play with this sensation... to discover where it takes you... intriguing	#C5E1A5					
387	Presuppositions	You can begin to...	Dynamic	Desire	**You can begin to** feel the craving rising in you... small at first... and then growing... heating up	#C5E1A5					
388	Presuppositions	You can begin to...	Dynamic	Desire	**You can begin to** notice all these desires... how they intensify... pushing you	#C5E1A5					
389	Presuppositions	You can begin to...	Dynamic	Freedom	**You can begin to** release all the blocks... one after the other... simply letting them go	#C5E1A5					
390	Presuppositions	You can begin to...	Dynamic	Freedom	**You can begin to** feel just how free you are... how many possibilities you have... how liberating it is	#C5E1A5					
391	Presuppositions	You can begin to...	Dynamic	Mischief	**You can begin to** feel this little tickle... how it starts... grows... spreads	#C5E1A5					
392	Presuppositions	You can begin to...	Dynamic	Mischief	**You can begin to** enjoy this amusing sensation... just letting it take you... fun	#C5E1A5					
393	Presuppositions	You can begin to...	Dynamic	Sexy	**You can begin to** feel your body awakening... the skin is aroused... every part becomes sensitive	#C5E1A5					
394	Presuppositions	You can begin to...	Dynamic	Sexy	**You can begin to** notice all the sensuality flowing in you... how it grows... arouses	#C5E1A5					
395	Presuppositions	You can begin to...	Dynamic	Wildness	**You can begin to** feel the wild side in you awakening... the urge rises... strengthens	#C5E1A5					
396	Presuppositions	You can begin to...	Dynamic	Wildness	**You can begin to** let the instincts take control... simply letting them... not stopping	#C5E1A5					
397	Presuppositions	You can begin to...	Dynamic	Joy	**You can begin to** feel the joy bursting in you... small at first... and then growing... illuminating	#C5E1A5					
398	Presuppositions	You can begin to...	Dynamic	Joy	**You can begin to** notice all this happiness... how it fills you... spreading to every corner	#C5E1A5					
399	Presuppositions	You can begin to...	Dynamic	Safety & Trust	**You can begin to** feel just how safe you are here... protected... held... completely okay	#C5E1A5					
400	Presuppositions	You can begin to...	Dynamic	Safety & Trust	**You can begin to** let yourself sink into the feeling of safety... just relaxing into it... pleasant	#C5E1A5					
401	Presuppositions	You might think...	Dynamic	Relaxation	**You might think** that it's impossible to relax so quickly... but your body already knows how... and it's doing it right now	#C5E1A5					
402	Presuppositions	You might think...	Dynamic	Relaxation	**You might think** that it takes time to sink deep... but what's interesting is that it can happen instantly... right now	#C5E1A5					
403	Presuppositions	You might think...	Dynamic	Pleasure	**You might think** that the sensation will be subtle... but when it arrives it can be so strong... overwhelming	#C5E1A5					
404	Presuppositions	You might think...	Dynamic	Pleasure	**You might think** that you control the pleasure... but it controls you... and it grows the more you let go	#C5E1A5					
405	Presuppositions	You might think...	Dynamic	Playfulness	**You might think** that the image needs to be perfect... but it can be wild... surprising... and beautiful just the way it is	#C5E1A5					
406	Presuppositions	You might think...	Dynamic	Playfulness	**You might think** you know what will happen next... but the surprises are the most fun part... aren't they?	#C5E1A5					
407	Presuppositions	You might think...	Dynamic	Desire	**You might think** that you can hold back... but this craving grows... and intensifies... and it is stronger than you	#C5E1A5					
408	Presuppositions	You might think...	Dynamic	Desire	**You might think** that you control your desire... but it controls you... and takes you away	#C5E1A5					
409	Presuppositions	You might think...	Dynamic	Freedom	**You might think** you need permission to be free... but you are already free... you always have been... you just didn't know	#C5E1A5					
410	Presuppositions	You might think...	Dynamic	Freedom	**You might think** there are boundaries... but when you truly let go there are no boundaries... nothing stops you	#C5E1A5					
411	Presuppositions	You might think...	Dynamic	Mischief	**You might think** you need to stay serious... but your mischievous side wants so much to come out... and play	#C5E1A5					
412	Presuppositions	You might think...	Dynamic	Mischief	**You might think** it's childish... but playing and having fun is the most mature thing there is... the freest	#C5E1A5					
413	Presuppositions	You might think...	Dynamic	Sexy	**You might think** you should be ashamed... but your sensuality is beautiful... and she wants to come out	#C5E1A5					
414	Presuppositions	You might think...	Dynamic	Sexy	**You might think** you can ignore the sensations... but they are already there... and they are growing	#C5E1A5					
415	Presuppositions	You might think...	Dynamic	Wildness	**You might think** you must always be in control... but losing control is so liberating... so real	#C5E1A5					
416	Presuppositions	You might think...	Dynamic	Wildness	**You might think** you are too civilized... but the wildness inside you is alive... and wants to break out	#C5E1A5					
417	Presuppositions	You might think...	Dynamic	Joy	**You might think** you are not happy enough... but the joy is already here... inside... just let it out	#C5E1A5					
418	Presuppositions	You might think...	Dynamic	Joy	**You might think** it depends on something external... but the happiness is inside you... it always has been... just touch it	#C5E1A5					
419	Presuppositions	You might think...	Dynamic	Safety & Trust	**You might think** you need to be careful... but here you are completely safe... protected... you can let go	#C5E1A5					
420	Presuppositions	You might think...	Dynamic	Safety & Trust	**You might think** you need to guard yourself... but I am guarding you... you can let the whole world fade away	#C5E1A5					
421	Presuppositions	I wonder if... now?	Dynamic	Relaxation	**I wonder if** you already feel the calmness spreading through your body **now?** how it flows... relaxing... quieting	#C5E1A5					
422	Presuppositions	I wonder if... now?	Dynamic	Relaxation	**I wonder if** you are sinking deeper **now?** every breath takes you down... deep... quiet	#C5E1A5					
423	Presuppositions	I wonder if... now?	Dynamic	Pleasure	**I wonder if** you already feel the pleasure intensifying **now?** how it rises... strengthening... filling you	#C5E1A5					
424	Presuppositions	I wonder if... now?	Dynamic	Pleasure	**I wonder if** you notice all the pleasant sensations **now?** how they spread... grow... delight you	#C5E1A5					
425	Presuppositions	I wonder if... now?	Dynamic	Playfulness	**I wonder if** you see the image getting stronger **now?** how it becomes bright... clear... alive	#C5E1A5					
426	Presuppositions	I wonder if... now?	Dynamic	Playfulness	**I wonder if** you are already smiling from the sensation **now?** how the curiosity grows... drawing you in... exciting	#C5E1A5					
427	Presuppositions	I wonder if... now?	Dynamic	Desire	**I wonder if** you feel the craving intensifying **now?** how it grows... pulsing... demanding	#C5E1A5					
428	Presuppositions	I wonder if... now?	Dynamic	Desire	**I wonder if** your heart is already beating faster **now?** from the desire... from the anticipation... from the passion	#C5E1A5					
429	Presuppositions	I wonder if... now?	Dynamic	Freedom	**I wonder if** you feel lighter **now?** how the chains fall... and the freedom flows	#C5E1A5					
430	Presuppositions	I wonder if... now?	Dynamic	Freedom	**I wonder if** you notice how many possibilities are open before you **now?** how liberating it is... expanding	#C5E1A5					
431	Presuppositions	I wonder if... now?	Dynamic	Mischief	**I wonder if** you already feel the tickle **now?** how it starts... spreads... tickles	#C5E1A5					
432	Presuppositions	I wonder if... now?	Dynamic	Mischief	**I wonder if** a smile is already rising on your lips **now?** from the amusing sensation... the fun	#C5E1A5					
433	Presuppositions	I wonder if... now?	Dynamic	Sexy	**I wonder if** you feel your skin awakening **now?** how it becomes sensitive... arousing... sensual	#C5E1A5					
434	Presuppositions	I wonder if... now?	Dynamic	Sexy	**I wonder if** your breathing has already changed **now?** deeper... warmer... aroused	#C5E1A5					
435	Presuppositions	I wonder if... now?	Dynamic	Wildness	**I wonder if** you feel the urge rising **now?** how it pushes... demands... takes you	#C5E1A5					
436	Presuppositions	I wonder if... now?	Dynamic	Wildness	**I wonder if** control is already starting to slip away **now?** how the instincts awaken... take over	#C5E1A5					
437	Presuppositions	I wonder if... now?	Dynamic	Joy	**I wonder if** you feel the joy bursting **now?** how it shines... illuminates... floods you	#C5E1A5					
438	Presuppositions	I wonder if... now?	Dynamic	Joy	**I wonder if** your heart is already more open **now?** full of happiness... of gratitude... of life	#C5E1A5					
439	Presuppositions	I wonder if... now?	Dynamic	Safety & Trust	**I wonder if** you feel safer **now?** how the feeling deepens... strengthens... calms	#C5E1A5					
440	Presuppositions	I wonder if... now?	Dynamic	Safety & Trust	**I wonder if** you are sinking into the protected feeling **now?** how it embraces you... watches over you	#C5E1A5					
441	Presuppositions	Sooner or later...	Dynamic	Relaxation	**Sooner or later** you will sink into absolute relaxation... the only question is whether it will happen now or in a few moments	#C5E1A5					
442	Presuppositions	Sooner or later...	Dynamic	Relaxation	**Sooner or later** your body will simply release everything... and I assume it is already starting now	#C5E1A5					
443	Presuppositions	Sooner or later...	Dynamic	Pleasure	**Sooner or later** you will feel the full pleasure... and the beauty is that it can happen right now	#C5E1A5					
